Rank,Previous Rank,First Appearance,First Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator/Co-Processor Cores,Rmax,Rpeak,Effeciency (%),Nmax,Nhalf,Power,Mflops/Watt,Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Region,Continent
64,37,34,14,TachyonII,"Sun Blade x6048,  X6275, IB QDR M9 switch, Sun HPC stack Linux edition",KISTI Supercomputing Center,Sun Microsystems,"Korea, South",2009,Research,26232,0,274800,307439.04,89.38,0,0,1275,215.53,Cluster,Xeon X5570 4C 2.930GHz,Intel Nehalem,2930,CentOS,Linux,None,4,Xeon 5500-series (Nehalem-EP),Sun Blade 6048,Sun Blade System,Infiniband,Infiniband,Eastern Asia,Asia
65,,39,65,NSCC2,"Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Sandia National Laboratories,Appro International,United States,2012,Research,14720,0,268100,306176,87.56,2577260,1288630,315.9,848.69,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5,Xtreme-X ,Appro Xtreme-X,Infiniband,Infiniband QDR,North America,Americas
66,67,33,16,GPC,"xSeries iDataPlex, Xeon E5540 4C 2.53GHz, Infiniband",SciNet/University of Toronto/Compute Canada,IBM,Canada,2009,Research,30912,0,261631,312829.44,83.63,2526944,0,1030,254.01,Cluster,Xeon E5540 4C 2.530GHz,Intel Nehalem,2530,Linux,Linux,None,4,Xeon 5500-series (Nehalem-EP),xSeries iDataPlex,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
67,39,37,28,Lonestar 4,"Dell PowerEdge M610 Cluster, Xeon 5680 3.3Ghz, Infiniband QDR",Texas Advanced Computing Center/Univ. of Texas,Dell,United States,2011,Academic,22656,0,251800,301777,83.44,2128224,0,,,Cluster,Xeon X5680 6C 3.330GHz,Intel Nehalem,3330,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),PowerEdge M610 Cluster,Dell PowerEdge Cluster,Infiniband,Infiniband QDR,North America,Americas
68,,39,68,Grifo04,"Itautec Cluster, Xeon X5670 6C 2.930GHz, Infiniband QDR, NVIDIA 2050",PETROBRAS,Itautec,Brazil,2012,Industry,17408,14336,251500,563364,44.64,1136016,0,365.5,688.1,Cluster,Xeon X5670 6C 2.930GHz,Intel Nehalem,2930,Linux,Linux,NVIDIA 2050,6,Xeon 5600-series (Westmere-EP),Itautec Cluster,Itautec Cluster,Infiniband,Infiniband QDR,South America,Americas
69,40,37,29,,"HP POD - Cluster Platform 3000 BL260c G6, X5675 3.06 GHz, Infiniband",Airbus,Hewlett-Packard,France,2011,Industry,24192,0,243900,296110,82.37,0,0,,,Cluster,Xeon X5675 6C 3.060GHz,Intel Nehalem,3060,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),Cluster Platform 3000 BL260c G6,HP Cluster Platform 3000BL,Infiniband,Infiniband QDR,Western Europe,Europe
70,,39,70,,"Hitachi SR16000 Model M1, POWER7 8C 3.836GHz, Custom","Institute for Materials Research, Tohoku University (IMR)",Hitachi,Japan,2012,Academic,10240,0,243900,306388.9,79.6,1576960,0,556.3,438.43,Cluster,POWER7 8C 3.836GHz,Power,3836,AIX,Unix,None,8,POWER7,Hitachi SR16000 Model M1,Hitachi SR16000,Custom Interconnect,Custom,Eastern Asia,Asia
71,41,38,41,,"Rackable C2112-4G3 Cluster, Opteron 12 Core 2.10 GHz, Infiniband QDR",Calcul Canada/Calcul Québec/Université de Sherbrooke,SGI,Canada,2011,Academic,37728,0,240300,316915.2,75.82,2030280,0,,,Cluster,Opteron 6172 12C 2.100GHz,AMD x86_64,2100,Linux,Linux,None,12,"Opteron 6100-series ""Magny-Cours"" ",Rackable C2112-4G3 Cluster,Rackable Cluster,Infiniband,Infiniband QDR,North America,Americas
72,42,38,42,Amazon EC2 Cluster Compute Instances,"Amazon EC2 Cluster, Xeon 8C 2.60GHz, 10G Ethernet",Amazon Web Services,Self-made,United States,2011,Industry,17024,0,240090,354099.2,67.8,2691392,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5,Amazon EC2 Cluster,NOW - Intel,Gigabit Ethernet,10G Ethernet,North America,Americas
73,,39,73,Camphor,"Cray XE6, Opteron 16C 2.50GHz, Cray Gemini interconnect",Kyoto University,Cray Inc.,Japan,2012,Academic,30080,0,239407,300800,79.59,1740096,0,,,MPP,Opteron 16C 2.500GHz,AMD x86_64,2500,Cray Linux Environment ,Linux,None,16,"Opteron 6200 Series ""Interlagos""",Cray XE6,Cray XE,Cray Interconnect,Cray Gemini interconnect,Eastern Asia,Asia
74,,39,74,Moonlight,"Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband QDR, NVIDIA 2090",Los Alamos National Laboratory,Appro International,United States,2012,Research,14208,9472,238200,492189,48.4,919936,459968,226.8,1050.26,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,NVIDIA 2090,8,Intel Xeon E5,Xtreme-X ,Appro Xtreme-X,Infiniband,Infiniband QDR,North America,Americas
75,43,35,18,Jade,"SGI Altix ICE 8200EX, Xeon E5472 3.0/X5560 2.8 GHz",Grand Equipement National de Calcul Intensif - Centre Informatique National de l'Enseignement Suprieur (GENCI-CINES),SGI,France,2010,Academic,23040,0,237800,267878.4,88.77,2487240,0,1064,223.5,MPP,Xeon E5450 4C 3.000GHz,Intel Core,3000,SLES10 + SGI ProPack 5,Linux,None,4,"Xeon 5400-series ""Harpertown""",SGI Altix ICE 8200EX,SGI Altix,Infiniband,Infiniband,Western Europe,Europe
76,44,37,31,Lindgren,"Cray XE6, Opteron 12 Core 2.10 GHz, Custom",KTH - Royal Institute of Technology,Cray Inc.,Sweden,2011,Academic,36384,0,237200,305625.6,77.61,0,0,,,MPP,Opteron 6172 12C 2.100GHz,AMD x86_64,2100,Linux,Linux,None,12,"Opteron 6100-series ""Magny-Cours"" ",Cray XE6,Cray XE,Custom Interconnect,Custom,Northern Europe,Europe
77,46,38,46,Mustang,"Xtreme-X 1320H-LANL, Opteron 12 Core 2.30 GHz, Infiniband QDR",Los Alamos National Laboratory,Appro International,United States,2011,Research,37056,0,230600,340915,67.64,2240000,1120000,540.4,426.72,Cluster,Opteron 6176 12C 2.300GHz,AMD x86_64,2300,RHEL 6.1,Linux,None,12,"Opteron 6100-series ""Magny-Cours"" ",Xtreme-X 1320H-LANL,Appro Xtreme-X,Infiniband,Infiniband QDR,North America,Americas
78,47,37,32,RWTH Compute Cluster (RCC),"Bullx B500 Cluster, Xeon X56xx 3.06Ghz, QDR Infiniband",Universitaet Aachen/RWTH,Bull SA,Germany,2011,Academic,25448,0,219838,270538,81.26,2145920,0,,,Cluster,Xeon X5675 6C 3.060GHz,Intel Nehalem,3060,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),Bullx B500 Cluster,Bull Bullx,Infiniband,Infiniband QDR,Western Europe,Europe
79,49,36,29,Tup,"Cray XE6, Opteron 6172 12C 2.10GHz, Cray Gemini interconnect",INPE (National Institute for Space Research),Cray Inc.,Brazil,2010,Research,31104,0,214200,261273.6,81.98,1491840,0,,,MPP,Opteron 6172 12C 2.100GHz,AMD x86_64,2100,Cray Linux Environment ,Linux,None,12,"Opteron 6100-series ""Magny-Cours"" ",Cray XE6,Cray XE,Cray Interconnect,Cray Gemini interconnect,South America,Americas
80,,39,80,Tianhe-1A Guangzhou Solution,"NUDT YH MPP, Xeon X56xx (Westmere-EP) 2.93 GHz, Proprietary",Super Computer Center in Guangzhou,NUDT,China,2012,Research,13312,7168,211700,335687.68,63.06,1400000,0,289,732.53,MPP,Xeon X5670 6C 2.930GHz,Intel Nehalem,2930,Linux,Linux,NVIDIA 2050,6,Xeon 5600-series (Westmere-EP),NUDT YH MPP,NUDT MPP,Proprietary Network,Proprietary,Eastern Asia,Asia
81,,39,81,MOGON,"Saxonid 6100, Opteron 6272 16C 2.100GHz, Infiniband QDR",Universitaet Mainz,Megware,Germany,2012,Academic,33792,0,204993,283853,72.22,2650000,460000,432,474.52,Cluster,Opteron 6272 16C 2.100GHz,AMD x86_64,2100,Linux,Linux,None,16,"Opteron 6200 Series ""Interlagos""",Saxonid 6100,Megware Cluster,Infiniband,Infiniband QDR,Western Europe,Europe
82,50,34,17,Sandia/Cray Red Storm,Cray XT3/XT4,Sandia National Laboratories,Cray Inc.,United States,2009,Research,38208,0,204200,284000,71.9,0,0,2506,81.48,MPP,Opteron Dual Core 2C 2.400GHz,AMD x86_64,2400,Linux,Linux,None,2,Opteron Dual Core,Cray XT3/XT4,Cray XT,Proprietary Network,Proprietary,North America,Americas
83,51,36,32,Gaea,"Cray XT6-HE, Opteron 6100 12C 2.1GHz",NOAA/Oak Ridge National Laboratory,Cray Inc.,United States,2010,Research,30912,0,194400,259660.8,74.87,2624384,0,610,318.69,MPP,Opteron 6172 12C 2.100GHz,AMD x86_64,2100,Linux,Linux,None,12,"Opteron 6100-series ""Magny-Cours"" ",Cray XT6-HE,Cray XT,Custom Interconnect,Custom,North America,Americas
84,52,35,22,,"BX900 Xeon X5570 2.93GHz , Infiniband QDR",Japan Atomic Energy Agency (JAEA),Fujitsu,Japan,2009,Research,17072,0,191400,200080,95.66,2401344,0,831,230.32,Cluster,Xeon X5570 4C 2.930GHz,Intel Nehalem,2930,Linux,Linux,None,4,Xeon 5500-series (Nehalem-EP),Fujitsu Cluster,Fujitsu Cluster,Infiniband,Infiniband QDR,Eastern Asia,Asia
85,53,33,14,Shaheen,Blue Gene/P Solution,King Abdullah University of Science and Technology,IBM,Saudi Arabia,2009,Academic,65536,0,190900,222822.4,85.67,0,0,504,378.77,MPP,PowerPC 450 4C 850MHz,Power,850,CNK/SLES 9,Mixed,None,4,PowerPC 450,BlueGene/P,IBM BlueGene,Proprietary Network,Proprietary,Western Asia,Asia
86,,39,86,SAGA,"Z24XX/SL390s Cluster, Xeon E5530/E5645 6C 2.40GHz, Infiniband QDR, NVIDIA 2090/2070","Vikram Sarabhai Space Centre, Indian Space Research Organisation",Hewlett Packard/WIPRO,India,2012,Research,12532,9432,188700,394760,47.8,660000,210000,,,Cluster,Xeon E5645 6C 2.400GHz,Intel Nehalem,2400,Linux,Linux,NVIDIA 2090,6,Xeon 5600-series (Westmere-EP),Z24XX/SL390s Cluster,Z24XX/SL390s Cluster,Infiniband,Infiniband QDR,South-central Asia,Asia
87,,39,87,,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Max-Planck-Gesellschaft MPI/IPP,IBM,Germany,2012,Research,9904,0,187373,206003,90.96,0,0,205.72,910.82,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5,iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,Western Europe,Europe
88,54,38,54,Carter,"Cluster Platform 3000 SL6500, Xeon E5 (Sandy Bridge - EP) 8C 2.60GHz, FDR Infiniband",Purdue University,Hewlett-Packard,United States,2011,Academic,10368,0,186900,215654.4,86.67,1471712,0,252,741.67,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5,Cluster Platform 3000 SL6500,HP Cluster Platform 3000SL,Infiniband,Infiniband FDR,North America,Americas
89,88,37,81,Zeus,"Cluster Platform SL390/BL2x220, Xeon X5650 6C 2.660GHz, Infiniband QDR, NVIDIA 2050/2090",Cyfronet,Hewlett-Packard,Poland,2011,Academic,13944,3120,185316,271113,68.35,0,0,,,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2090,6,Xeon 5600-series (Westmere-EP),Cluster Platform SL390/BL2x220,HP Cluster Platform 3000SL,Infiniband,Infiniband QDR,Eastern Europe,Europe
90,56,38,56,,"Power 775, POWER7 8C 3.84 GHz, Custom",Environment Canada,IBM,Canada,2011,Research,8192,0,185100,251396.1,73.63,1433088,0,501.47,369.11,MPP,POWER7 8C 3.836GHz,Power,3836,AIX,Unix,None,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom,North America,Americas
91,57,38,57,,"Power 775, POWER7 8C 3.84 GHz, Custom",Environment Canada,IBM,Canada,2011,Research,8192,0,185100,251396.1,73.63,1433088,0,501.47,369.11,MPP,POWER7 8C 3.836GHz,Power,3836,AIX,Unix,None,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom,North America,Americas
92,22,30,1,BlueGene/L,eServer Blue Gene Solution,DOE/NNSA/LLNL,IBM,United States,2007,Research,81920,0,183923,229376,80.18,0,0,,,MPP,PowerPC 440 2C 700MHz,Power,700,CNK/SLES 9,Mixed,None,2,PowerPC 440,BlueGene/L,IBM BlueGene,Proprietary Network,Proprietary,North America,Americas
93,,39,93,Darwin,"Dell PowerEdge C6220, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Cambridge University,Dell,United Kingdom,2012,Academic,9728,0,183379,202342,90.63,1975952,300000,975,188.08,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5,Dell PowerEdge C6220,Dell PowerEdge Cluster,Infiniband,Infiniband FDR,Northern Europe,Europe
94,58,32,11,Magic Cube,"Dawning 5000A, QC Opteron 1.9 Ghz, Infiniband, Windows HPC 2008",Shanghai Supercomputer Center,Dawning,China,2008,Research,30720,0,180600,233472,77.35,0,0,,,Cluster,Opteron Quad Core 4C 1.900GHz,AMD x86_64,1900,Windows HPC 2008,Windows,None,4,Opteron Quad Core,Dawning 5000A,Dawning Cluster,Infiniband,Infiniband DDR,Eastern Asia,Asia
95,59,35,25,,"Cluster Platform 3000 BL2x220, L54xx 2.5 Ghz, Infiniband",Government,Hewlett-Packard,France,2009,Government,24704,0,179634.4,247040,72.71,0,0,,,Cluster,Xeon L5420 4C 2.500GHz,Intel Core,2500,Linux,Linux,None,4,"Xeon 5400-series ""Harpertown""",Cluster Platform 3000 BL 2x220,HP Cluster Platform 3000BL,Infiniband,Infinband DDR 4x,Western Europe,Europe
96,,39,96,Abel,"MEGWARE MiriQuid, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",University of Oslo,Megware,Norway,2012,Academic,10080,0,178600,209664,85.18,2128896,0,227,786.78,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5,MEGWARE MiriQuid,Megware Cluster,Infiniband,Infiniband FDR,Northern Europe,Europe
97,,39,97,airain,"Bullx B510, Xeon E5-2680 8C 2.700GHz, Infiniband QDR",Commissariat a l'Energie Atomique (CEA)/CCRT,Bull SA,France,2012,Research,9440,0,177512,203904,87.06,2013480,0,260,682.74,Cluster,Xeon E5-2680 8C 2.700GHz,Intel SandyBridge,2700,bullx SUperCOmputer Suite A.E.2.1,Linux,None,8,Intel Xeon E5,Bullx B510,Bull Bullx,Infiniband,Infiniband QDR,Western Europe,Europe
98,60,37,42,ALPS,"Acer AR585 F1 Cluster, Opteron 12C 2.2GHz, QDR infiniband",Taiwan National Center for High-performance Computing,Acer Group,Taiwan,2011,Research,26244,0,177100,231859,76.38,2301696,0,,,Cluster,Opteron 6174 12C 2.200GHz,AMD x86_64,2200,Linux,Linux,None,12,"Opteron 6100-series ""Magny-Cours"" ",Acer AR585 F1 Cluster,Acer Group Cluster,Infiniband,Infiniband QDR,Eastern Asia,Asia
99,,39,99,Vesta,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom",DOE/SC/Argonne National Laboratory,IBM,United States,2012,Research,16384,0,172691,209715,82.35,1376255,0,82.19,2101.12,MPP,Power BQC 16C 1.600GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom,North America,Americas
100,,39,100,Cetus,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom",DOE/SC/Argonne National Laboratory,IBM,United States,2012,Research,16384,0,172691,209715,82.35,1376255,0,82.19,2101.12,MPP,Power BQC 16C 1.600GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom,North America,Americas
101,65,37,109,,"BlueGene/Q, Power BQC 16C 1.60 GHz, Custom",IBM Thomas J. Watson Research Center,IBM,United States,2011,Research,16384,0,172691,209715,82.35,1376255,0,82.19,2101.12,MPP,Power BQC 16C 1.600GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom,North America,Americas
102,,39,102,,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom",Rensselaer Polytechnic Institute,IBM,United States,2012,Academic,16384,0,172691,209715,82.35,1376255,0,82.19,2101.12,MPP,Power BQC 16C 1.600GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom,North America,Americas
103,,39,103,,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom",University of Rochester,IBM,United States,2012,Academic,16384,0,172691,209715,82.35,1376255,0,82.19,2101.12,MPP,Power BQC 16C 1.600GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom,North America,Americas
104,66,36,37,Ivanhoe,"iDataPlex, Xeon X56xx 6C 2.93 GHz, Infiniband",EDF R&D,IBM,France,2010,Industry,16320,0,168800,191270.4,88.25,1958400,0,510,330.98,Cluster,Xeon X5670 6C 2.930GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),xSeries iDataPlex,IBM iDataPlex,Infiniband,Infiniband,Western Europe,Europe
105,68,36,40,Sierra,"Dell Xanadu 3 Cluster, Xeon X5660 2.8 Ghz, QLogic InfiniBand QDR",Lawrence Livermore National Laboratory,Dell,United States,2010,Research,21756,0,166700,243667,68.41,1973166,0,,,Cluster,Xeon X5660 6C 2.800GHz,Intel Nehalem,2800,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),Dell Xanadu 3 Cluster,Dell Xanadu,Infiniband,Infiniband QDR,North America,Americas
106,,39,106,,"PRIMEHPC FX10, SPARC64 IXfx 16C 1.848GHz, Tofu interconnect","Research Institute for Information Technology, Kyushu University",Fujitsu,Japan,2012,Academic,12288,0,166700,181666,91.76,1623552,0,,,Cluster,SPARC64 IXfx 16C 1.848GHz,Sparc,1848,Linux,Linux,None,16,SPARC64 IXfx,PRIMEHPC FX10,Fujitsu Cluster,Custom Interconnect,Tofu interconnect,Eastern Asia,Asia
107,69,34,23,,Cray XT5 QC 2.4 GHz,Government,Cray Inc.,United States,2009,Government,20960,0,165600,201216,82.3,0,0,,,MPP,Opteron Quad Core 4C 2.400GHz,AMD x86_64,2400,CNL,Linux,None,4,Opteron Quad Core,Cray XT5 QuadCore,Cray XT,Proprietary Network,XT4 Internal Interconnect,North America,Americas
108,70,37,53,,"iDataPlex DX360M3, Xeon X5670 6C 2.93 GHz, Infiniband QDR",Vestas Wind Systems A/S,IBM,Denmark,2011,Industry,15672,0,162098,183675.84,88.25,0,0,489.75,330.98,Cluster,Xeon X5670 6C 2.930GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband QDR,Northern Europe,Europe
109,71,38,71,,"SGI Altix ICE 8400EX, Xeon X56xx (Westmere-EP) 3.47 GHz, Infiniband QDR",NOAA Environmental Security Computer Center,SGI,United States,2011,Research,27648,0,161800,382648.32,42.28,0,0,,,MPP,Xeon X5690 6C 3.470GHz,Intel Nehalem,3470,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),SGI Altix ICE 8400EX,SGI Altix,Infiniband,Infiniband QDR,North America,Americas
110,72,36,42,,"SGI Altix ICE 8400EX Xeon X5570 4-core 2.93 GHz, Infiniband",University of Tokyo/Institute for Solid State Physics,SGI,Japan,2010,Academic,15360,0,161800,180019.2,89.88,2351496,0,719,225.03,MPP,Xeon X5570 4C 2.930GHz,Intel Nehalem,2930,Linux,Linux,None,4,Xeon 5500-series (Nehalem-EP),SGI Altix ICE 8400EX,SGI Altix,Infiniband,Infiniband QDR,Eastern Asia,Asia
111,73,34,24,Diamond,"SGI Altix ICR 8200 Enh. LX, Xeon X5560 2.8Ghz",ERDC DSRC,SGI,United States,2009,Research,15360,0,160200,172032,93.12,2280600,0,774,206.98,MPP,Xeon X5560 4C 2.800GHz,Intel Nehalem,2800,SLES10 + SGI ProPack 5,Linux,None,4,Xeon 5500-series (Nehalem-EP),SGI Altix ICE 8200 Enhanced LX,SGI Altix,Infiniband,Infiniband DDR,North America,Americas
112,,39,112,Hexagon,"Cray XE6m-200, Opteron 6272 16C 2.10GHz, Cray Gemini interconnect",University of Bergen,Cray Inc.,Norway,2012,Academic,22176,0,160100,186278,85.95,1596672,0,342.3,467.72,MPP,Opteron 6272 16C 2.100GHz,AMD x86_64,2100,Cray Linux Environment ,Linux,None,16,"Opteron 6200 Series ""Interlagos""",Cray XE6m-200,Cray XE,Cray Interconnect,Cray Gemini interconnect,Northern Europe,Europe
113,74,37,50,,"Power 775, Power7 3.836 GHz",IBM Poughkeepsie Benchmarking Center,IBM,United States,2011,Vendor,6912,0,159600,212115,75.24,0,0,423.12,377.2,MPP,POWER7 8C 3.836GHz,Power,3836,AIX,Unix,None,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom,North America,Americas
114,,39,114,Blue Wonder,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Science and Technology Facilities Council - Daresbury Laboratory,IBM,United Kingdom,2012,Research,8192,0,158696,170394,93.13,0,0,170.16,932.63,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5,iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,Northern Europe,Europe
115,75,38,75,Tera-100 Hybrid,"Bullx B505, Xeon E56xx (Westmere-EP) 2.40 GHz, Infiniband QDR",Commissariat a l'Energie Atomique (CEA),Bull SA,France,2011,Research,7020,5460,154000,274560,56.09,536576,0,,,Cluster,Xeon E5620 4C 2.400GHz,Intel Nehalem,2400,Linux,Linux,NVIDIA 2090,4,Xeon 5600-series (Westmere-EP),Bullx B505,Bull Bullx,Infiniband,Infiniband QDR,Western Europe,Europe
116,76,36,44,Garnet,Cray XE6 8-core 2.4 GHz,ERDC DSRC,Cray Inc.,United States,2010,Research,20176,0,153000,193689.6,78.99,0,0,,,MPP,Opteron 6136 8C 2.400GHz,AMD x86_64,2400,Linux,Linux,None,8,"Opteron 6100-series ""Magny-Cours"" ",Cray XE6,Cray XE,Custom Interconnect,Custom,North America,Americas
117,77,37,56,VSC-2,"Megware Saxonid 6100, Opteron 8C 2.2 GHz, Infiniband QDR",Vienna Scientific Cluster,Megware,Austria,2011,Academic,20776,0,152900,182829,83.63,1994496,0,430,355.58,Cluster,Opteron 6132 HE 8C 2.200GHz,AMD x86_64,2200,Linux,Linux,None,8,"Opteron 6100-series ""Magny-Cours"" ",Saxonid 6100,Megware Cluster,Infiniband,Infiniband QDR,Western Europe,Europe
118,,39,118,,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.60GHz, Infiniband FDR",VSC / Flemish Supercomputer Center,Hewlett-Packard,Belgium,2012,Academic,8448,0,152347.9,175718,86.7,1503761,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5,Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband FDR,Western Europe,Europe
119,78,35,31,MRI,"PowerEdge C6100 Cluster, Xeon X5660 2.8 Ghz, Infiniband",University of Colorado,Dell,United States,2010,Academic,15648,0,152200,175257.6,86.84,1757600,0,,,Cluster,Xeon X5660 6C 2.800GHz,Intel Nehalem,2800,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),PowerEdge C6100 Cluster,Dell PowerEdge Cluster,Infiniband,Infiniband QDR,North America,Americas
120,79,37,63,HPC,"PowerEdge 1950/SunFire X2200/IBM dx340/dx360/HP SL160/DL165, Xeon/Opteron 2.3-2.67GHz, Myrinet 10G",University of Southern California,Dell/Sun/IBM,United States,2011,Academic,20925,0,149900,196465,76.3,0,0,,,Cluster,Xeon E5410 4C 2.333GHz,Intel Core,2333,Linux,Linux,None,4,"Xeon 5400-series ""Harpertown""",PowerEdge 1950/SunFire X2200/iDataPlex Cluster,Dell/Sun/IBM Cluster,Myrinet,Myrinet 10G,North America,Americas
121,,39,121,,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Centro Euro-Mediterraneo per i Cambiamenti Climatici,IBM,Italy,2012,Research,7680,0,148777.78,159744,93.14,0,0,159.53,932.6,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5,iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,Southern Europe,Europe
122,81,38,81,,"Sunway 4000H Cluster, Xeon X56xx (Westmere-EP) 2.93 GHz, Infiniband QDR",Government,National Research Center of Parallel Computer Engineering & Technology,China,2011,Research,14280,0,145600,167362,87,1720320,0,,,Cluster,Xeon X5670 6C 2.930GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),Sunway 4000H Cluster,Sunway Cluster,Infiniband,Infiniband QDR,Eastern Asia,Asia
123,82,37,54,,"iDataPlex DX360M3, Xeon E5645 6C 2.40 GHz, Infiniband QDR, NVIDIA 2070",CINECA / SCS - SuperComputing Solution,IBM,Italy,2011,Research,10240,7168,142700,293171,48.67,0,0,160,891.88,Cluster,Xeon E5645 6C 2.400GHz,Intel Nehalem,2400,Linux,Linux,NVIDIA 2070,6,Xeon 5600-series (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband QDR,Southern Europe,Europe
